Platillo,Filtro,Ecualizacion,Comparacion,Version,Nota_Lineal,Nota_Exponencial
Parmentier,Filter_Median,Normal,bueno,1,6.946098934621128,7.699810877586403
Parmentier,Filter_Median,Normal,malo,1,7.200867311783597,7.745082385902868
Parmentier,Filter_Median,Normal,feo,1,6.779887914358655,7.6215310318572556
Parmentier,Filter_Median,CLAHE,bueno,1,6.15911941717788,7.0542242125350025
Parmentier,Filter_Median,CLAHE,malo,1,6.945621525908039,7.605140814590118
Parmentier,Filter_Median,CLAHE,feo,1,6.537373708620682,7.208968615658079
Parmentier,Filter_Median,Normal,bueno,3,6.90367596140847,7.700277918835406
Parmentier,Filter_Median,Normal,malo,3,7.25950227920043,7.766620296920899
Parmentier,Filter_Median,Normal,feo,3,6.733503075747931,7.672256115749065
Parmentier,Filter_Median,CLAHE,bueno,3,5.8902055014801755,6.939982180833237
Parmentier,Filter_Median,CLAHE,malo,3,6.698161013784933,7.469924682773052
Parmentier,Filter_Median,CLAHE,feo,3,6.60348923014827,7.323936904930192
Parmentier,Filter_Median,Normal,bueno,4,6.824134391685865,7.635629539708163
Parmentier,Filter_Median,Normal,malo,4,7.379116622171583,7.825545205259167
Parmentier,Filter_Median,Normal,feo,4,6.969714950217302,7.716159933429036
Parmentier,Filter_Median,CLAHE,bueno,4,5.768186707435652,6.849813565181281
Parmentier,Filter_Median,CLAHE,malo,4,6.887896504678503,7.5801292907658535
Parmentier,Filter_Median,CLAHE,feo,4,6.506266043705044,7.235400426407673
Omelette,Filter_Median,Normal,bueno,1,7.278937069875255,8.336409596086934
Omelette,Filter_Median,Normal,malo,1,6.370889982146798,7.653080931838534
Omelette,Filter_Median,Normal,feo,1,6.1505746729378,7.166339234182201
Omelette,Filter_Median,CLAHE,bueno,1,6.384395486807728,7.4919438791730135
Omelette,Filter_Median,CLAHE,malo,1,5.51308389111945,6.697406608727602
Omelette,Filter_Median,CLAHE,feo,1,5.310023545084904,6.407561240674148
Omelette,Filter_Median,Normal,bueno,3,6.827687446215438,8.100807924671665
Omelette,Filter_Median,Normal,malo,3,6.201733269888051,7.504339967393558
Omelette,Filter_Median,Normal,feo,3,5.9540385628479475,6.990516186610386
Omelette,Filter_Median,CLAHE,bueno,3,6.137434561642032,7.344379014376832
Omelette,Filter_Median,CLAHE,malo,3,5.549231590381078,6.77117113357286
Omelette,Filter_Median,CLAHE,feo,3,5.423659197416587,6.49067557013765
Omelette,Filter_Median,Normal,bueno,4,6.991709708028211,8.224969413271275
Omelette,Filter_Median,Normal,malo,4,6.272970826986667,7.558300120860663
Omelette,Filter_Median,Normal,feo,4,5.966871837760069,7.079947642622757
Omelette,Filter_Median,CLAHE,bueno,4,6.081052680347364,7.231529200966631
Omelette,Filter_Median,CLAHE,malo,4,5.355460842677482,6.521331956891539
Omelette,Filter_Median,CLAHE,feo,4,5.245620987215413,6.348234620908217
Pollo_Relleno,Filter_Median,Normal,bueno,1,5.870079182180377,6.982529247768483
Pollo_Relleno,Filter_Median,Normal,malo,1,5.25165747375146,6.390072543738685
Pollo_Relleno,Filter_Median,Normal,feo,1,5.277588613619235,6.026950789317889
Pollo_Relleno,Filter_Median,CLAHE,bueno,1,5.260780602880538,6.307946837699482
Pollo_Relleno,Filter_Median,CLAHE,malo,1,4.289067694621856,5.305627201948786
Pollo_Relleno,Filter_Median,CLAHE,feo,1,4.617725999884868,5.335942691951523
Pollo_Relleno,Filter_Median,Normal,bueno,3,5.768285509353182,6.896851177411706
Pollo_Relleno,Filter_Median,Normal,malo,3,5.148458268713388,6.213337365007399
Pollo_Relleno,Filter_Median,Normal,feo,3,5.369931692126007,6.086500417957684
Pollo_Relleno,Filter_Median,CLAHE,bueno,3,5.264752328238098,6.394931374925669
Pollo_Relleno,Filter_Median,CLAHE,malo,3,4.47131454226049,5.47481237120446
Pollo_Relleno,Filter_Median,CLAHE,feo,3,4.663797990980667,5.196520281193373
Pollo_Relleno,Filter_Median,Normal,bueno,4,5.901137913458262,7.034579554779571
Pollo_Relleno,Filter_Median,Normal,malo,4,5.322200280066619,6.420591194196141
Pollo_Relleno,Filter_Median,Normal,feo,4,5.554164780696952,6.535052238456922
Pollo_Relleno,Filter_Median,CLAHE,bueno,4,5.177196302978668,6.23080252982686
Pollo_Relleno,Filter_Median,CLAHE,malo,4,4.520615091567263,5.538919847024721
Pollo_Relleno,Filter_Median,CLAHE,feo,4,4.713659070505425,5.3609202957707955
Parmentier,Original,Normal,bueno,1,6.311518309624875,6.982933448009711
Parmentier,Original,Normal,malo,1,7.015319979012299,7.484909883101391
Parmentier,Original,Normal,feo,1,6.644800273438432,7.462201021070347
Parmentier,Original,CLAHE,bueno,1,6.167937502970454,6.945699458598854
Parmentier,Original,CLAHE,malo,1,6.60221830919395,7.176641702222942
Parmentier,Original,CLAHE,feo,1,6.422277237859129,7.082511029855117
Parmentier,Original,Normal,bueno,3,6.5554817874409705,7.18275442867337
Parmentier,Original,Normal,malo,3,7.263060773707862,7.650065242961659
Parmentier,Original,Normal,feo,3,6.590984461079516,7.423759933523861
Parmentier,Original,CLAHE,bueno,3,6.292278300578869,7.008746521121306
Parmentier,Original,CLAHE,malo,3,6.795784277612384,7.264061474570443
Parmentier,Original,CLAHE,feo,3,6.305553009985058,6.983246547792797
Parmentier,Original,Normal,bueno,4,6.382183864522421,7.085551562829467
Parmentier,Original,Normal,malo,4,7.056107149361424,7.528086484295248
Parmentier,Original,Normal,feo,4,6.736198788384017,7.504364055404304
Parmentier,Original,CLAHE,bueno,4,6.211245894220161,6.998308197808822
Parmentier,Original,CLAHE,malo,4,6.464738600390689,7.141040644060812
Parmentier,Original,CLAHE,feo,4,6.343712442099024,7.060776125829862
Parmentier,Filter_Normalized,Normal,bueno,1,6.248714024392667,6.948558342591992
Parmentier,Filter_Normalized,Normal,malo,1,6.8752808516857336,7.47158266259416
Parmentier,Filter_Normalized,Normal,feo,1,6.796004140441743,7.564235284284496
Parmentier,Filter_Normalized,CLAHE,bueno,1,5.746225055435666,6.556674749551162
Parmentier,Filter_Normalized,CLAHE,malo,1,6.441545161710209,7.229933686524855
Parmentier,Filter_Normalized,CLAHE,feo,1,6.531022016865037,7.183331885569261
Parmentier,Filter_Normalized,Normal,bueno,3,6.146962734158115,6.891753920727896
Parmentier,Filter_Normalized,Normal,malo,3,6.965389977472024,7.463082156442666
Parmentier,Filter_Normalized,Normal,feo,3,6.649638246057337,7.462964776195346
Parmentier,Filter_Normalized,CLAHE,bueno,3,5.450641654346961,6.354126272452884
Parmentier,Filter_Normalized,CLAHE,malo,3,6.378243245793566,7.217472012768553
Parmentier,Filter_Normalized,CLAHE,feo,3,6.5712918167812715,7.179628365431176
Parmentier,Filter_Normalized,Normal,bueno,4,6.196700528512593,7.00828445976201
Parmentier,Filter_Normalized,Normal,malo,4,7.182502421357673,7.59862983041134
Parmentier,Filter_Normalized,Normal,feo,4,6.834934192475675,7.554786717063568
Parmentier,Filter_Normalized,CLAHE,bueno,4,5.338854653834802,6.3932549607296085
Parmentier,Filter_Normalized,CLAHE,malo,4,6.720199464893385,7.347906144469963
Parmentier,Filter_Normalized,CLAHE,feo,4,6.544741356967665,7.240833969636883
Omelette,Filter_Normalized,Normal,bueno,1,7.245233677831444,8.253767903994135
Omelette,Filter_Normalized,Normal,malo,1,6.482356576717095,7.740117985896936
Omelette,Filter_Normalized,Normal,feo,1,5.743620384917102,6.950999976583064
Omelette,Filter_Normalized,CLAHE,bueno,1,6.610229030318759,7.716532383497464
Omelette,Filter_Normalized,CLAHE,malo,1,5.7148795401879795,6.901417610460841
Omelette,Filter_Normalized,CLAHE,feo,1,5.210642101201974,6.3632359810982
Omelette,Filter_Normalized,Normal,bueno,3,6.828288521823611,8.080565790326455
Omelette,Filter_Normalized,Normal,malo,3,6.2030648597782285,7.491630107681764
Omelette,Filter_Normalized,Normal,feo,3,5.58052437548077,6.787995512851718
Omelette,Filter_Normalized,CLAHE,bueno,3,6.347650421102134,7.574392878956882
Omelette,Filter_Normalized,CLAHE,malo,3,5.639540492159239,6.8718668259562845
Omelette,Filter_Normalized,CLAHE,feo,3,5.235347965965299,6.4084662155928305
Omelette,Filter_Normalized,Normal,bueno,4,6.932594920790629,8.14976449866342
Omelette,Filter_Normalized,Normal,malo,4,6.298643306015615,7.569796264671485
Omelette,Filter_Normalized,Normal,feo,4,5.660823599197362,6.88473135258393
Omelette,Filter_Normalized,CLAHE,bueno,4,6.302975501850311,7.539941749986933
Omelette,Filter_Normalized,CLAHE,malo,4,5.551342587056488,6.755815415082239
Omelette,Filter_Normalized,CLAHE,feo,4,5.226143197864801,6.380590360036363
Pollo_Relleno,Filter_Normalized,Normal,bueno,1,5.630599095083378,6.698373252366198
Pollo_Relleno,Filter_Normalized,Normal,malo,1,5.053608175194752,6.15010393219174
Pollo_Relleno,Filter_Normalized,Normal,feo,1,4.771939833096317,5.410707674597838
Pollo_Relleno,Filter_Normalized,CLAHE,bueno,1,4.9179342367888985,5.8598890332587805
Pollo_Relleno,Filter_Normalized,CLAHE,malo,1,4.496528407904421,5.508732007744044
Pollo_Relleno,Filter_Normalized,CLAHE,feo,1,4.147035536851441,4.699110242399386
Pollo_Relleno,Filter_Normalized,Normal,bueno,3,5.718583040853343,6.865393083451021
Pollo_Relleno,Filter_Normalized,Normal,malo,3,4.9724927103766365,6.009082863014933
Pollo_Relleno,Filter_Normalized,Normal,feo,3,4.694160204032675,5.405197466183617
Pollo_Relleno,Filter_Normalized,CLAHE,bueno,3,4.98381791394641,6.027548059592308
Pollo_Relleno,Filter_Normalized,CLAHE,malo,3,4.5431414216948465,5.52547501170328
Pollo_Relleno,Filter_Normalized,CLAHE,feo,3,4.032830753028226,4.580798697133337
Pollo_Relleno,Filter_Normalized,Normal,bueno,4,5.639401968950407,6.684376361180857
Pollo_Relleno,Filter_Normalized,Normal,malo,4,5.090599050385126,6.15879270979725
Pollo_Relleno,Filter_Normalized,Normal,feo,4,4.973658435086737,5.876919709048947
Pollo_Relleno,Filter_Normalized,CLAHE,bueno,4,5.088724397581597,6.195536782979625
Pollo_Relleno,Filter_Normalized,CLAHE,malo,4,4.728043178147636,5.730798368784978
Pollo_Relleno,Filter_Normalized,CLAHE,feo,4,4.191483192199003,4.920178571429343
Omelette,Original,Normal,bueno,1,7.033182587750989,8.059413756303126
Omelette,Original,Normal,malo,1,5.951256879521354,7.240736904922531
Omelette,Original,Normal,feo,1,5.440402047828975,6.630217687146251
Omelette,Original,CLAHE,bueno,1,6.480614905806105,7.5037544916415415
Omelette,Original,CLAHE,malo,1,5.230216802759272,6.451377837012713
Omelette,Original,CLAHE,feo,1,4.664423873755458,5.81027257433638
Omelette,Original,Normal,bueno,3,6.533940533237954,7.789801557258551
Omelette,Original,Normal,malo,3,5.759428280904278,7.041320370367833
Omelette,Original,Normal,feo,3,5.497253935965495,6.5854567173034635
Omelette,Original,CLAHE,bueno,3,6.058479400912267,7.286123448127901
Omelette,Original,CLAHE,malo,3,5.316968328774631,6.551150282326798
Omelette,Original,CLAHE,feo,3,5.07137073237642,6.165199583374444
Omelette,Original,Normal,bueno,4,6.708663441796053,7.924756541204272
Omelette,Original,Normal,malo,4,5.798819887736479,7.059329275645954
Omelette,Original,Normal,feo,4,5.469345727077272,6.631040084991805
Omelette,Original,CLAHE,bueno,4,6.329378048385806,7.5157183279491315
Omelette,Original,CLAHE,malo,4,5.296633107794854,6.503577600927133
Omelette,Original,CLAHE,feo,4,4.832826622811413,5.993382866250488
Parmentier,Filter_Gaussian,Normal,bueno,1,6.2175262352064635,6.91216355533613
Parmentier,Filter_Gaussian,Normal,malo,1,6.877704715222244,7.489738387707421
Parmentier,Filter_Gaussian,Normal,feo,1,6.870571092576121,7.665341036228984
Parmentier,Filter_Gaussian,CLAHE,bueno,1,6.192445877145262,6.978727085950815
Parmentier,Filter_Gaussian,CLAHE,malo,1,6.59606538845442,7.415601644487721
Parmentier,Filter_Gaussian,CLAHE,feo,1,6.509097241856805,7.170848829300277
Parmentier,Filter_Gaussian,Normal,bueno,3,6.2562549216772805,6.952017719202013
Parmentier,Filter_Gaussian,Normal,malo,3,6.981375249551634,7.510824729754593
Parmentier,Filter_Gaussian,Normal,feo,3,6.725959008057348,7.546818016552387
Parmentier,Filter_Gaussian,CLAHE,bueno,3,5.953287272782901,6.892615190178
Parmentier,Filter_Gaussian,CLAHE,malo,3,6.60775816714028,7.440313126041472
Parmentier,Filter_Gaussian,CLAHE,feo,3,6.520207476079247,7.187584479525362
Parmentier,Filter_Gaussian,Normal,bueno,4,6.27430359634918,6.953848397551368
Parmentier,Filter_Gaussian,Normal,malo,4,7.097696983815669,7.568252737462102
Parmentier,Filter_Gaussian,Normal,feo,4,6.974652134416894,7.689403316958416
Parmentier,Filter_Gaussian,CLAHE,bueno,4,5.823368897451638,6.855347064417499
Parmentier,Filter_Gaussian,CLAHE,malo,4,6.816379089834189,7.44223401305904
Parmentier,Filter_Gaussian,CLAHE,feo,4,6.576785682542138,7.2687180488525485
Omelette,Filter_Gaussian,Normal,bueno,1,7.254008479501667,8.236901937488124
Omelette,Filter_Gaussian,Normal,malo,1,6.22142585812032,7.48550758031492
Omelette,Filter_Gaussian,Normal,feo,1,5.627059439667987,6.846716245012983
Omelette,Filter_Gaussian,CLAHE,bueno,1,6.611220437156749,7.657275025841829
Omelette,Filter_Gaussian,CLAHE,malo,1,5.540967218222619,6.7305427098631085
Omelette,Filter_Gaussian,CLAHE,feo,1,5.1669550828105155,6.335706651203332
Omelette,Filter_Gaussian,Normal,bueno,3,6.760718035862882,8.003487328980452
Omelette,Filter_Gaussian,Normal,malo,3,6.0221195030688595,7.305811471700922
Omelette,Filter_Gaussian,Normal,feo,3,5.500901347974273,6.707274547719496
Omelette,Filter_Gaussian,CLAHE,bueno,3,6.291293074051994,7.498989874449494
Omelette,Filter_Gaussian,CLAHE,malo,3,5.500052532544165,6.71971425110403
Omelette,Filter_Gaussian,CLAHE,feo,3,5.1555266513985885,6.336838294164164
Omelette,Filter_Gaussian,Normal,bueno,4,6.9207206099209575,8.117947651641906
Omelette,Filter_Gaussian,Normal,malo,4,6.089468152278627,7.3526344512632225
Omelette,Filter_Gaussian,Normal,feo,4,5.579090574599337,6.806581248482138
Omelette,Filter_Gaussian,CLAHE,bueno,4,6.39006017100623,7.55830546234662
Omelette,Filter_Gaussian,CLAHE,malo,4,5.477550610091859,6.662573675335173
Omelette,Filter_Gaussian,CLAHE,feo,4,5.227046729675936,6.408812195494498
Pollo_Relleno,Filter_Gaussian,Normal,bueno,1,5.433263124055785,6.44835537181163
Pollo_Relleno,Filter_Gaussian,Normal,malo,1,4.964493734564822,6.072200676549116
Pollo_Relleno,Filter_Gaussian,Normal,feo,1,4.602335483307646,5.235666475812718
Pollo_Relleno,Filter_Gaussian,CLAHE,bueno,1,4.755274054301223,5.757785132013087
Pollo_Relleno,Filter_Gaussian,CLAHE,malo,1,4.457422511893226,5.4609284966650256
Pollo_Relleno,Filter_Gaussian,CLAHE,feo,1,4.093435144100681,4.696236697472083
Pollo_Relleno,Filter_Gaussian,Normal,bueno,3,5.598175207130093,6.726433733914181
Pollo_Relleno,Filter_Gaussian,Normal,malo,3,5.033474934523466,6.091908539252731
Pollo_Relleno,Filter_Gaussian,Normal,feo,3,4.596658605689649,5.218075861060288
Pollo_Relleno,Filter_Gaussian,CLAHE,bueno,3,4.818490959355454,5.877472275751596
Pollo_Relleno,Filter_Gaussian,CLAHE,malo,3,4.328285390826649,5.314781157585304
Pollo_Relleno,Filter_Gaussian,CLAHE,feo,3,4.00591890274569,4.48891304470569
Pollo_Relleno,Filter_Gaussian,Normal,bueno,4,5.596834176072756,6.659951213233731
Pollo_Relleno,Filter_Gaussian,Normal,malo,4,5.136138266195317,6.2181828449171315
Pollo_Relleno,Filter_Gaussian,Normal,feo,4,4.765793003769613,5.61922014351025
Pollo_Relleno,Filter_Gaussian,CLAHE,bueno,4,4.793974318558611,5.819136506330887
Pollo_Relleno,Filter_Gaussian,CLAHE,malo,4,4.5197723347217575,5.508298124798033
Pollo_Relleno,Filter_Gaussian,CLAHE,feo,4,4.058762889118519,4.765360033711888
Pollo_Relleno,Original,Normal,bueno,1,5.568329771996751,6.71454312780563
Pollo_Relleno,Original,Normal,malo,1,5.335281036354494,6.524973042333233
Pollo_Relleno,Original,Normal,feo,1,4.960452119790174,5.774433856196484
Pollo_Relleno,Original,CLAHE,bueno,1,4.898989831067025,5.947072959664761
Pollo_Relleno,Original,CLAHE,malo,1,4.766305494478717,5.859588732335338
Pollo_Relleno,Original,CLAHE,feo,1,4.350120095913097,5.034897306514639
Pollo_Relleno,Original,Normal,bueno,3,5.588791463943712,6.812638486121195
Pollo_Relleno,Original,Normal,malo,3,5.328407022966905,6.458572837367189
Pollo_Relleno,Original,Normal,feo,3,4.984051069586146,5.7247665824215535
Pollo_Relleno,Original,CLAHE,bueno,3,4.926421644169716,6.0632272245005865
Pollo_Relleno,Original,CLAHE,malo,3,4.7554544405804045,5.798457208302907
Pollo_Relleno,Original,CLAHE,feo,3,4.401294067620146,5.183958992043335
Pollo_Relleno,Original,Normal,bueno,4,5.64141163223694,6.823281566149531
Pollo_Relleno,Original,Normal,malo,4,5.43639396945144,6.604795398688305
Pollo_Relleno,Original,Normal,feo,4,5.182079224985886,6.1829348731691045
Pollo_Relleno,Original,CLAHE,bueno,4,4.9653995103174555,6.067841178967517
Pollo_Relleno,Original,CLAHE,malo,4,4.851178884877012,5.923028562211092
Pollo_Relleno,Original,CLAHE,feo,4,4.382073928631357,5.142555668196045
